,Month_year,Country,Balance,Combustible_Renewables,Hydro,Other_Renewables,Solar,Total_Renewables__Hydro__Geo__Solar__Wind__Other_,Wind,value_CDD_18,value_CDD_21,value_Global_Horizontal_Irrandiance,value_HDD_16,value_HDD_18,value_Heat_index,value_Relative_Humidty,value_Temperature,value_Total_Precipitation,total_sol_wind_hyd
23,2010-04-01,New Zealand,Net Electricity Production,53.236,1704.668,0.0,0.283,2415.228,176.133,0.0033163501621120885,0.0,0.37161890915403556,0.053792949576082105,0.09734974958263772,0.5690957338232293,0.76395771390816,0.6689954682779455,0.23600699650174914,1881.0839999999998
24,2010-04-01,Norway,Net Electricity Production,35.213,8029.81,0.0,0.0,8129.988,64.965,0.0,0.0,0.4734115581164959,0.3961401160196341,0.43311769616026713,0.34913247601551345,0.6907829534192268,0.46146148036253776,0.14117941029485256,8094.775000000001
25,2010-04-01,Poland,Net Electricity Production,464.346,324.218,0.0,0.0,921.888,133.324,0.0007436313107920333,0.0,0.5505958665332411,0.24475680499776886,0.28985809682804675,0.44274341702388254,0.5815989428477039,0.591238670694864,0.07447526236881559,457.54200000000003
26,2010-04-01,Portugal,Net Electricity Production,110.479,1987.79,0.0,20.008,2754.005,621.228,0.016456692913385827,0.002692262430126508,0.697318663195821,0.050111557340473005,0.09646285475792989,0.5735864462135131,0.6427155599603568,0.714690332326284,0.13555722138930534,2629.026
27,2010-04-01,Slovak Republic,Net Electricity Production,51.327,389.559,0.0,1.913,443.299,0.5,0.0002087308939323761,0.0,0.5558872648394929,0.2250111557340473,0.27232888146911516,0.45401102265768534,0.581929302940205,0.5996601208459214,0.13555722138930534,391.97200000000004
28,2010-04-01,Slovenia,Net Electricity Production,14.376,307.823,0.0,1.52,323.719,0.0,0.00022989810097267252,0.0,0.5884160107363641,0.18953592146363232,0.23841819699499164,0.47621963666054307,0.6076973901552692,0.61952416918429,0.12148925537231382,309.34299999999996
29,2010-04-01,Spain,Net Electricity Production,287.302,4938.38,0.0,636.543,8586.995,2724.77,0.013619731357109774,0.0016846131215063256,0.7037301019637431,0.08712628290941545,0.13126043405676127,0.5499081445192897,0.5738354806739346,0.6812688821752266,0.0965767116441779,8299.693
30,2010-04-01,Sweden,Net Electricity Production,993.256,3806.813,0.0,1.08,5042.116,240.967,0.0,0.0,0.48638132620469027,0.36512717536813927,0.40411101836393987,0.3680138803837519,0.673604228609184,0.47804003021148034,0.05674662668665667,4048.86
31,2010-04-01,Switzerland,Net Electricity Production,99.877,2115.548,0.0,11.351,2229.859,3.083,4.886521537748958e-05,0.0,0.6667462323825231,0.2597054886211513,0.3046744574290484,0.4329250867523985,0.5759828212751902,0.5290785498489425,0.11424287856071963,2129.982
32,2010-04-01,United Kingdom,Net Electricity Production,986.855,622.878,0.167,4.64,2302.879,688.339,0.0,0.0,0.5314725527491485,0.24252565818830882,0.28944073455759595,0.44282506634006946,0.7097786587380245,0.5811555891238671,0.09085457271364318,1315.857
33,2010-04-01,United States,Net Electricity Production,4757.173,20358.472,0.0,367.819,36547.733,9838.513,0.06296896711440482,0.019458664313033246,0.7004526065144291,0.09670905845604641,0.1309474123539232,0.5646050214329457,0.42153947803105385,0.608345921450151,0.11385557221389306,30564.804000000004
34,2011-04-01,Australia,Net Electricity Production,165.184,911.037,0.0,95.94,1680.216,507.972,0.07753589624826307,0.025792880258899677,0.6234310461528446,0.031146809460062475,0.05831594323873122,0.6166564605021434,0.37561942517343905,0.8323262839879153,0.07367566216891554,1514.949
35,2011-04-01,Austria,Net Electricity Production,340.484,2585.758,0.0,19.51,3126.422,180.587,0.0012410838351088467,0.0,0.6440232654604393,0.1818384649709951,0.23069699499165275,0.4815268422126966,0.5621076973901554,0.5976774924471299,0.10499750124937532,2785.8549999999996
36,2011-04-01,Belgium,Net Electricity Production,335.304,113.491,0.0,124.438,704.32,131.087,0.0019884205650764243,0.0,0.610831008261759,0.09907407407407408,0.14618113522537562,0.5368442539293734,0.5171787248100431,0.675226586102719,0.04787606196901549,369.01599999999996
37,2011-04-01,Canada,Net Electricity Production,719.555,29964.46,2.722,28.411,31654.091,938.943,1.1507642427049561e-05,0.0,0.5941973224189202,0.3807452030343597,0.4184056761268781,0.35868544600938973,0.6172778328377934,0.2804191842900302,0.07701149425287356,30931.814
38,2011-04-01,Chile,Net Electricity Production,317.025,1201.971,0.0,0.0,1547.506,28.51,0.0021373320981936082,4.154162989114446e-05,0.4667088420601066,0.12728692547969656,0.1763355592654424,0.517248418044499,0.5867195242814668,0.6037575528700906,0.2907296351824088,1230.481
39,2011-04-01,Czech Republic,Net Electricity Production,200.868,258.299,0.0,244.237,740.438,37.034,2.2635479388605834e-05,0.0,0.5822507805647107,0.1705711735832218,0.22130634390651083,0.4872422943457849,0.5365047902213415,0.6314199395770392,0.08102198900549726,539.5699999999999
40,2011-04-01,Denmark,Net Electricity Production,350.454,1.192,0.0,1.812,1082.897,729.439,0.0,0.0,0.5791101604028139,0.21530566711289603,0.26398163606010017,0.45944070218411925,0.7182028410967957,0.5991691842900302,0.03128435782108945,732.443
41,2011-04-01,Estonia,Net Electricity Production,49.148,3.786,0.0,0.0,74.915,21.981,0.0,0.0,0.5194375427213646,0.3519634091923249,0.3917988313856427,0.37605633802816907,0.6911133135117279,0.5253398791540785,0.03869315342328836,25.767000000000003
42,2011-04-01,Finland,Net Electricity Production,1011.92,1013.113,0.0,0.617,2059.327,33.677,0.0,0.0,0.4641415958156223,0.3874386434627399,0.42497913188647746,0.3544600938967137,0.6698050875454246,0.4943353474320242,0.04686406796601699,1047.4070000000002
43,2011-04-01,France,Net Electricity Production,261.953,4062.036,39.286,342.162,5421.073,710.964,0.001999073645206114,9.111503383348044e-06,0.6964531773845303,0.08621151271753683,0.13574707846410683,0.543580322514799,0.5295672282788241,0.6808912386706949,0.0440279860069965,5115.162
44,2011-04-01,Germany,Net Electricity Production,2818.437,1667.252,0.0,2333.979,10720.231,3900.563,0.00046549328392774436,0.0,0.6103202297501776,0.1313029897367247,0.1822829716193656,0.5127577056542152,0.5044598612487611,0.6506797583081572,0.0550599700149925,7901.794
45,2011-04-01,Greece,Net Electricity Production,12.988,305.644,0.0,53.607,690.123,317.884,0.0009754515979620195,0.0,0.6972619100278675,0.09543730477465417,0.14910267111853087,0.5345988977342315,0.628840436075322,0.6824018126888217,0.09692653673163418,677.135
