,Month_year,Country,Balance,Combustible_Renewables,Hydro,Other_Renewables,Solar,Total_Renewables__Hydro__Geo__Solar__Wind__Other_,Wind,value_CDD_18,value_CDD_21,value_Global_Horizontal_Irrandiance,value_HDD_16,value_HDD_18,value_Heat_index,value_Relative_Humidty,value_Temperature,value_Total_Precipitation,total_sol_wind_hyd
0,2010-04-01,Australia,Net Electricity Production,216.287,1044.406,0.0,26.811,1638.098,350.511,0.139958285329616,-0.15103063764470775,0.5230266647672129,-0.8740512989826288,-0.913969226062298,0.7547590728560879,-1.6611868184291645,1.3504997292452279,-0.7750006206391349,1421.728
1,2010-04-01,Austria,Net Electricity Production,350.383,2504.13,0.0,9.965,2995.696,131.107,-0.5598624838611096,-0.44524717488650445,0.5734049159703123,0.3118415613012346,0.3712402407996598,-0.47349833562348553,-0.40622697970683974,-0.5188541565330312,-0.14452489357046833,2645.202
2,2010-04-01,Belgium,Net Electricity Production,383.177,141.898,0.0,80.419,702.509,97.015,-0.5462212548649674,-0.44524717488650445,0.5303374401939962,0.1261864807762577,0.19644109107090743,-0.33016069605391934,-0.6023144545072019,-0.22656179217917163,-0.9611207676393141,319.332
3,2010-04-01,Canada,Net Electricity Production,712.988,28243.738,2.44,24.184,29709.301,725.951,-0.5596537407852651,-0.44524663401299697,0.3866197522493994,0.4116802450880801,0.4655600166063764,-0.5487905147632834,-0.30566930032203804,-1.4790811312712744,-0.7783869036371166,28993.873
4,2010-04-01,Chile,Net Electricity Production,152.826,1740.416,0.0,0.0,1913.601,20.359,-0.5401161749480078,-0.4443102047889016,0.04924125081858227,-0.33823166627715906,-0.2413256944667886,0.021489399993782472,-0.7350505912951408,-0.1868172981916614,0.5164273804800334,1760.7749999999999
5,2010-04-01,Czech Republic,Net Electricity Production,144.357,334.9,0.0,64.453,567.674,23.964,-0.5589918476430996,-0.44524717488650445,0.5322074840673624,0.3028672975900575,0.3620133062098722,-0.4658831396909123,-0.6505821406119071,-0.35170017039127455,-0.5611631202110313,423.317
6,2010-04-01,Denmark,Net Electricity Production,357.019,2.1,0.0,0.777,991.815,631.919,-0.5606556784359191,-0.44524717488650445,0.29168264036919994,0.5619991622502971,0.6055018578848202,-0.6609304161574684,0.4314184895685596,-0.5291877249697838,-0.9066894038939786,634.796
7,2010-04-01,Estonia,Net Electricity Production,44.643,4.097,0.0,0.0,66.956,18.216,-0.5606556784359191,-0.44524717488650445,0.10506355514503357,0.8463711435982225,0.8653938488305016,-0.8686287439313644,0.3248273494206696,-0.7433537697139095,-0.754055833207174,22.313000000000002
8,2010-04-01,Finland,Net Electricity Production,881.171,1059.171,0.0,0.489,1960.899,20.068,-0.5606556784359191,-0.44524717488650445,-0.19060931418278917,1.1324257993919937,1.1268236622078143,-1.0774325033728918,0.31879388865758124,-1.0157738870740143,-0.7581946235380406,1079.728
9,2010-04-01,France,Net Electricity Production,246.659,5667.793,39.167,80.281,6780.937,747.037,-0.5491849989543642,-0.44523819685255106,0.8098409070785746,-0.13350627536593068,-0.047560068081251045,-0.1369558057000824,-0.6837661748088915,-0.043964231230839625,-0.8072330180643681,6495.111
10,2010-04-01,Germany,Net Electricity Production,2552.151,1946.794,0.0,1366.063,9011.847,3145.056,-0.5540876954637394,-0.44524717488650445,0.5384852512443821,0.18003206304332045,0.24616401636031784,-0.37216709942392084,-0.844658461824575,-0.28027363691086365,-0.9001676736756435,6457.9130000000005
11,2010-04-01,Greece,Net Electricity Production,12.181,389.743,0.0,13.167,651.204,236.113,-0.5292277634604404,-0.4452169372598164,1.1614855513799205,-0.7510477969913072,-0.6662772930742243,0.3641732169595836,-0.4836563928331366,0.4136652281110621,-1.0770068969035766,639.023
12,2010-04-01,Hungary,Net Electricity Production,196.303,13.417,0.0,0.096,237.923,28.107,-0.5597007589257795,-0.44524717488650445,0.4669087407165528,-0.21315286580262768,-0.11368643264139487,-0.08659725195241987,-0.6897996355719798,0.04120254159953908,-0.22930738640882495,41.62
13,2010-04-01,Iceland,Net Electricity Production,0.0,1012.393,0.0,0.0,1381.185,0.0,-0.5606556784359191,-0.44524717488650445,-0.010819376744841054,1.3977274703536677,1.3692869989283416,-1.2712515224309684,0.16594621599268308,-1.3741443115745369,0.18406997512257053,1012.393
14,2010-04-01,Ireland,Net Electricity Production,28.662,107.958,0.0,0.059,322.416,185.737,-0.5606556784359191,-0.44524717488650445,0.322370624998028,0.2579959790341718,0.3276686052367743,-0.43910712818605757,0.3811396498761588,-0.29355965347240287,-0.32738417546147996,293.754
