Country,parameter,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23
Aruba,HDD_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,HDD_16,2.923,1.051,3.766,17.47,70.62,128.4,141.2,134.8,84.98,43.01,20.11,10.7,1.9,4.542,10.74,27.92,92.58,118.3,145.5,100.7,70.17,42.67,11.92,9.596,3.388,1.543,9.024,26.44,84.61,124.8,145.5,129.2,73.11,47.65,17.26,6.756,2.019,1.441,5.435,23.48,69.95,117,119.9,95.15,43.71,44.8,23.96,9.35,2.881,2.118,4.358,23.09,49.01,98.83,137.5,119.2,65.71,32.51,16.49,4.031,3.087,0.7771,10.07,36.96,73.62,117.3,156.6,128.6,79.02,17.79,12.7,5.772,2.215,0.8148,5.536,13.72,52.45,110,123.1,116.8,74.87,56.94,23.51,8.292,1.209,4.808,3.752,24.53,72.32,118.6,139.4,124.1,74.72,33.24,14.09,4.871,1.8,1.202,4.346,16.51,63.8,125.3,129.7,127.2,84.7,30.39,19.91,2.269,0.6685,2.719,8.637,21.6,67.11,113.3,119.9,125.6,73.91,37.96,25.9,8.732,2.41,4.128,9.939,30.27,83.89,116.4,133.8,124.6,60.01,36.82,12.19,10.78,3.239,3.87,8.713,35.87,76.4,116.9,135.4,106.9,71.44,48.63,26.39,9.007,0.3321,1.632,3.742,17.09,69.73,129.1,145.4,113.5,77.44,43.12,31.48,13.74,1.785,3.479,6.113,28.02,91.74,115.2,118,98.95,52.53
Austria,HDD_16,621.4,485.9,395,228.9,131.6,47.41,16.39,37,119.3,290.4,338,617.1,542.4,467.7,359,163,102.7,35.28,43.25,19.32,47.2,249.3,396.3,462,505.9,594.7,301.6,238.3,95.49,36.61,23.11,15.93,79.64,236.3,333.1,531.7,529.9,492.7,457.6,215.2,131.7,69.52,7.488,21.75,98.38,198.3,365.7,473,466.3,383.9,289.5,184.5,137.5,38.4,20.95,40.33,78.53,168.1,287.5,447.2,477,455.5,361.6,229.6,101.7,34.75,8.257,12.82,104,239.5,297.5,421,523.4,364.6,371.6,217.9,121.2,32.56,17.02,24.94,51.96,252.9,381.1,498.8,665.3,396.7,283.7,253.2,92.4,16.87,18.89,15.8,122.8,191.1,379.5,496.8,438.3,530.8,441.9,110.6,52.13,28.2,11.78,15.93,64.15,158.4,330.6,472.2,548.3,384.5,313.4,204.7,180.6,8.812,13,12.07,70.76,178.1,319.3,448.2,499.7,356,355.2,174.7,133.2,38.99,18.54,15.49,69.92,226.9,358.7,472.1,536.2,409.8,393.1,298.7,171.4,15.48,13.89,41.27,56.23,238.4,376.4,481.5,483.7,374.1,378.2,263.4,65.32,12.46,10.25,11,113.9,133.6,333.2,477.4,451.7,401.1,324.3,280.8,112.4,18.88,12.05,25.18,23.54
Azerbaijan,HDD_16,355.6,342.8,271.3,153.3,40.32,0.9216,0.308,0.9837,5.554,48.91,153.3,235.2,390,394.6,313,168.2,29.35,4.095,0.2682,3.904,13.17,93.23,350.2,386.5,438.5,461.9,362,66.93,12.06,2.711,1.739,0.5045,7.207,27.11,160.2,352.3,379.3,293.3,250.5,124,22.03,4.527,1.678,1.997,9.431,91.85,170.2,437,401.4,381.8,260.6,128.9,10.34,3.754,0.7862,0.1582,9.536,104.4,255.7,322,402.3,324.9,298,163.2,31,1.424,0.6312,2.268,4.474,82.18,218.8,363.9,410.5,306.9,241.4,110.9,22.78,5.411,1.572,0.2118,15.7,136.4,281.7,442.5,438.5,411.2,264.9,142.2,20.39,4.64,0.6395,0.2725,12.15,78.08,198.5,315.2,400.1,310.9,231.6,149.8,17.71,6.166,0.2182,1.627,6.28,50.93,208.1,310.9,372.8,323.1,281.9,154.9,14.14,1.229,1.305,1.745,15.26,37.08,231.5,298.6,398,322.1,226.5,178.7,27.46,2.438,0.7782,4.713,6.925,44.1,210.4,369.9,392.9,323,315.6,69.19,24.71,1.961,1.118,0.2931,11.99,104.2,208.9,322.3,402.9,289.9,345.2,82.53,44.23,1.896,1.428,0.4775,5.989,48.58,169.9,351.6,420.5,351,175.5,98.62,34.19,3.28,1.287,0.5962,12.05
Bahamas,HDD_16,0.8312,0.139,0.07004,0,0,0,0,0,0,0,0,1.112,0.00117,0,0,0,0,0,0,0,0,0,0,0,0.1172,0.03212,0,0,0,0,0,0,0,0,0,0,0,0.001449,0.05136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5354,0,0,0,0,0,0,0,0,0,0,0.04588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0.1175,0,0,0,0,0,0,0,0,0,0,0.000001723,0.002883,0,0,0,0,0,0,0,0
Bahrain,HDD_16,0.2222,2.131,0,0,0,0,0,0,0,0,0,0,0.6437,2.12,0,0,0,0,0,0,0,0,0.1167,0.5938,12.26,4.643,2.384,0,0,0,0,0,0,0,0,0,4.584,0,0,0,0,0,0,0,0,0,0,0.492,8.587,5.948,0,0,0,0,0,0,0,0,0,0,7.127,0.6006,0,0,0,0,0,0,0,0,0,1.007,9.895,1.256,0,0,0,0,0,0,0,0,0,0,0.4373,18.61,0,0,0,0,0,0,0,0,0,0,0.04314,0,0,0,0,0,0,0,0,0,0,0,0.9253,0,0,0,0,0,0,0,0,0,0,0,3.399,6.504,0,0,0,0,0,0,0,0,0,0,0.8817,0,0,0,0,0,0,0,0,0,0,0,6.822,0,0,0,0,0,0,0,0,0,0,0,0.8818,0,0,0,0,0,0,0,0
Bangladesh,HDD_16,5.86,0.05093,0,0,0,0,0,0,0,0,0,0.1638,13.38,0,0,0,0,0,0,0,0,0,0,8.369,5.841,0.2643,0,0,0,0,0,0,0,0,0,11.53,21.91,0,0,0,0,0,0,0,0,0,0,1.735,4.334,0.3962,0,0,0,0,0,0,0,0,0,1.627,4.293,0.1837,0,0,0,0,0,0,0,0,0,0.816,5.927,0.02472,0,0,0,0,0,0,0,0,0,0.003127,2.655,0,0,0,0,0,0,0,0,0,0,0,17.99,0.006491,0,0,0,0,0,0,0,0,0,0.4556,0.2796,0.001188,0,0,0,0,0,0,0,0,0,5.936,4.594,0.283,0,0,0,0,0,0,0,0,0,0.8252,4.687,0.7671,0,0,0,0,0,0,0,0,0,0.03281,2.123,1.001,0,0,0,0,0,0,0,0,0,0.1435,5.82,0,0,0,0,0,0,0,0
Barbados,HDD_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,HDD_16,855,579.7,495.2,223.1,48.8,13.45,0,16.71,126.3,359.5,347,711.9,612.4,680.7,510.2,222,93.45,6.025,3.346,5.696,82.19,305.3,415.6,455.9,649.6,782.8,462.2,238,67.27,38.64,4.513,18.31,84.64,277.3,365.6,673.6,717.9,500.3,648.8,271.2,33.24,1.636,6.795,19.77,132.2,243.5,339.9,496.7,718.6,468.8,336.8,216.7,90.88,46.52,2.377,26.74,105.1,305.5,447.8,572.1,527.1,475.5,368.2,264.4,113.5,14.23,7.788,7.404,79.46,336.2,374.6,450.6,725.6,433.6,438.6,221.2,60.08,28.07,4.806,12.32,94.09,339.9,480.8,543.8,673.3,534.2,362.2,290.5,114.4,31.49,16.05,22.68,85.81,283,397.9,476.6,577.9,620,574.4,163.5,22.06,26.34,14.06,4.616,72.96,247.9,459.3,552.7,652.7,442.4,392.3,218.6,85.91,1.534,24.3,12.72,120.8,205,355.3,437.4,461.4,416.6,384.7,279.6,158.9,22.95,11.29,7.283,58.34,172.4,369.9,519.6,621.7,634.4,462.3,283.7,118.2,6.383,0,13.53,164.8,274.3,382.3,604.6,561,439.9,459.7,308.1,138.7,11.23,7.97,1.781,171,223.5,424.5,581.6,519.7,488.6,416.5,215.5,105.5,23.75,2.562,0.8932,24.55
Belgium,HDD_16,502.7,387,302.5,195.8,167.6,28.41,0.6527,13.39,67.35,179.2,299.2,524.4,384.1,306.2,280.9,88.81,62.21,33.39,28.13,15.35,28.11,135.8,238.5,309.9,346.5,454.3,236.9,234.9,87.44,44.43,15.15,3.796,67.15,162.4,271.5,339.2,435.4,411.4,413.5,226.8,154.6,48.61,2.365,2.681,63.98,109.3,290.1,320,314.6,269.5,231.7,124.6,96.17,26.18,5.306,30.94,25.76,86.06,223.4,358,388.7,360.8,303.1,195,106.5,33.96,12.88,5.724,81.72,184.4,185.7,207,346.1,329.5,332.3,222.4,77.94,20.8,6.863,8.796,10.59,185.7,295.8,361.9,464.3,285.4,213.6,226.1,71.25,4.944,3.036,5.875,69.9,92.16,277.8,354.2,315.7,431.6,339.6,118.1,56.09,11.42,0.5323,7.412,57.89,133.3,266.7,314.2,406.1,269,242.3,169.7,136.2,14.75,5.356,2.953,41.06,127.7,285.9,315.3,318.7,261.3,282,122.5,88.69,25.2,6.888,4.527,32.07,142.7,214.9,323.1,403.1,310.5,287.1,279.4,150.3,10.13,2.357,8.674,23.95,142.9,288.3,321,364.9,266.9,253.5,190.2,61.73,12.39,0.9392,0.2688,72.15,69.82,213.4,375.9,336.6,294.5,272.2,221.6,83.24,4.233,1.744,11.55,12.83
Belize,HDD_16,0.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,HDD_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,HDD_16,9.277,8.966,6.862,0.08868,0,0,0,0,0,0,0,8.022,6.819,10.58,4.017,0.4427,0,0,0,0,0,0,0,0.4021,4.17,2.364,2.121,0.7724,0,0,0,0,0,0,0,0.006905,4.463,6.872,11.97,0,0,0,0,0,0,0,0,0,0,0.3644,5.098,0,0,0,0,0,0,0,0,0,0.703,9.846,4.4,0,0,0,0,0,0,0,0,0,1.39,4.699,0,0,0,0,0,0,0,0,0,0,2.522,2.799,13.8,0,0,0,0,0,0,0,0,0,2.364,0,3.068,0,0,0,0,0,0,0,0,0,3.236,1.126,2.571,0,0,0,0,0,0,0,0,0,3.084,0.1363,3.149,0,0,0,0,0,0,0,0,0,6.655,1.771,6.188,0.9965,0,0,0,0,0,0,0,0,1.51,0,0.0939,0,0,0,0,0,0,0,0,0,0,1.758,4.84,0,0,0,0,0,0
