Country,parameter,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23
Afghanistan,Global horizontal irradiance (surface),537602,635005,885965,1014586,1116551,1195268,1169426,1016882,945373,757298,609965,524471,534475,608107,871990,1051325,1157132,1223378,1202425,1091887,929270,728148,523128,517739,543897,661074,888979,1000757,1140691,1191739,1188002,1089431,916315,747800,553467,483610,558216,646674,850358,1006969,1178276,1197065,1189781,1064153,961155,756096,541838,493688,529300,698993,830365,1011055,1095172,1217323,1195842,1115076,958957,737553,563788,503369,519315,632308,807726,1037882,1124187,1220696,1117859,1087514,945299,736180,531834,481468,538904,747151,776662,1003793,1142649,1190784,1159328,1088067,951514,763193,571631,501004,509818,632262,839993,1060284,1153244,1224540,1165619,1110065,954849,774295,568299,505232,563045,656281,866609,1015672,1124865,1227974,1188026,1123789,959163,736014,556585,513187,522726,653387,846257,951767,1147002,1206208,1181272,1096454,963571,727701,543724,500493,498474,699831,805780,971292,1146272,1226774,1167293,1085245,955430,778002,554743,487181,598733,707786,848149,1074701,1145480,1251345,1150931,1112036,959533,768811,581403,496186,508901,697356,877978,1075681,1161455,1210801,1127458,984063,965973,774342,559041,481579,532060,668531,830131,1061091,1143735,1212949,1156819,1112376,960893
Aland Islands,Global horizontal irradiance (surface),38074,133943,361771,590018,807283,994121,927224,626259,404767,205582,63434,25404,47897,141383,400584,620685,859673,963449,865876,681391,383850,207781,59445,26726,41845,141074,360746,584980,887154,856651,839998,637818,376562,170906,62210,21976,44853,131024,415140,639032,839159,919345,898402,716812,420183,207036,67857,27439,34276,114994,364484,676895,772111,900657,975605,689128,450821,156324,42819,28189,39641,139867,310947,669014,830580,918014,824057,792009,390879,238171,63950,29767,40452,146491,337754,629727,905986,966261,921919,627523,451927,175761,62627,30082,54309,139026,362624,658216,918662,967658,926185,661632,412070,172171,67972,26672,41931,140736,366201,617812,993504,994916,950435,704298,441247,202297,57612,21753,43398,146956,319875,678840,854148,967481,919320,711764,414706,167451,50354,23741,46444,155855,365722,715637,924841,1052405,887477,756866,409669,167202,62951,16260,34261,142109,347586,705202,768208,1033537,967437,640644,390074,165096,62026,27185,44873,141756,420751,705265,891432,1012216,872575,708823,422095,196127,55726,23986,44611,133440,318733,663386,984749,1083425,911614,581873,412966
Albania,Global horizontal irradiance (surface),260796,347113,619008,771422,918203,999113,1016820,974529,655335,425254,302548,241265,299066,446247,638804,850901,918202,1055054,1052041,978804,759198,531415,384476,254082,342731,396077,714842,741456,926436,1156008,1100331,994043,731526,506636,309758,243420,271865,382721,512502,831212,918804,1034239,1041155,917787,725365,508770,300649,298252,275459,403924,660132,711989,858783,1018943,1022231,956703,643555,469934,323200,249110,298068,437787,563290,845250,990950,1032925,1085196,915453,699709,454896,370686,330215,284326,387164,552891,870339,871977,1023273,1038421,928451,648385,454062,308563,323781,309383,426520,679358,839819,927265,1085216,1078400,993321,698927,562012,310546,257878,307642,333857,526747,907907,898573,908410,1023127,858606,773305,511425,326221,263975,289291,466932,713149,774275,819121,1049647,1030949,973901,721247,558673,272696,251057,338428,463685,605219,811671,962700,986417,1071743,928423,721906,487982,370655,225382,257609,453888,649511,799812,970558,1102846,1086824,974060,719420,458293,304994,241615,339703,445433,706938,823007,1005982,1063160,1088844,885790,696339,547377,297098,232313,295345,512441,637797,789922,829563,950634,1127087,908762,740481
Algeria,Global horizontal irradiance (surface),652502,766332,954369,1044117,1132056,1160980,1152998,1075599,947683,791570,669390,594809,623851,783609,911784,1085407,1117863,1173789,1157407,1097033,986397,797970,678400,593112,641064,778654,926376,1060264,1176115,1183166,1163135,1088162,957226,799077,654887,596636,651337,808726,952583,1084871,1154175,1202704,1151240,1090022,956734,830061,669044,573395,626696,794697,956322,1124920,1130156,1190166,1161597,1084655,964974,836938,647211,591042,636946,757007,943170,1125516,1193600,1202362,1150347,1055981,927061,783556,680480,602724,634126,784233,969529,1086496,1116482,1185181,1159038,1077079,955039,817750,645765,562860,650253,785397,950682,1087993,1134496,1135306,1160173,1085914,980056,839134,672514,578704,645545,733930,958298,1087669,1135762,1185939,1161025,1032654,916440,792890,657934,615584,656136,813192,922298,1096790,1148343,1192018,1154088,1067447,961120,825517,676636,595772,644850,798375,946462,1054925,1150629,1178302,1148240,1084157,970714,837231,665421,590246,653032,792362,944211,1093114,1137262,1165236,1163253,1100209,990341,834174,656781,589073,651642,773320,935291,1106895,1172519,1181672,1159095,1093697,967772,832725,686272,595691,654241,757418,967985,1112951,1140217,1183232,1164723,1084119,972251
American Samoa,Global horizontal irradiance (surface),824779,807686,903215,797619,715583,672109,679691,795552,824396,934185,921353,935521,721242,813619,958651,859331,754897,691271,733118,832588,985244,871492,866697,927415,845165,839021,775752,800545,661840,643554,668011,799487,909325,966830,946613,873720,733627,916927,868510,787529,696861,661703,627493,766852,869871,949474,936187,895661,795187,915736,905023,790093,709826,674953,613560,746072,907336,945483,861570,783711,865761,908529,728795,775163,626884,615249,656388,743952,861840,887310,834761,912746,973095,907800,853078,574965,645222,624029,654293,764406,895767,1017658,934630,873356,934430,793667,897955,772998,612689,634493,697912,753656,902337,865770,872373,850370,866503,818836,893737,716461,729817,667057,658332,773664,886807,930199,885175,865023,892504,752060,922938,799743,610769,644620,622984,811313,845396,876561,995032,820043,720001,663261,928915,755222,724234,592308,661493,788574,858704,852149,917909,819983,891551,815334,859294,790120,749006,647223,713473,735999,956288,964056,960019,967656,951869,736352,953109,838148,713323,687199,685319,802963,928823,962878,955340,964244,903934,893524,865200,779466,679372,667187,669399,804986,866735
Angola,Global horizontal irradiance (surface),836700,841664,769543,768997,809594,819895,797873,932479,940310,980543,869742,799985,774957,813118,784232,801272,824235,810076,835549,919875,973564,944893,840472,793461,855831,837286,815331,862770,838608,804310,824203,864598,938072,905556,852256,784533,841859,850453,814444,869714,844822,817871,824447,900215,922851,970407,855625,792258,860793,893548,771817,754022,821389,801433,835480,871262,943044,945406,848654,805548,830242,882362,841977,798890,849515,790481,811606,898219,933761,939308,902918,796214,856237,811347,754623,816756,851309,821020,830568,879259,931331,971019,912570,838004,852016,834859,819674,827843,793757,788642,807577,896753,938675,891258,900935,778802,847746,843054,803466,745025,745391,811406,823369,857994,927895,958623,945048,888132,852436,884638,895357,809077,792965,829149,836148,858150,936132,916466,886329,832581,785343,777814,781633,799748,840119,812958,841612,853446,949106,976883,859141,845486,852427,879095,799240,816723,827197,819429,846181,872289,948593,958295,927752,885850,861233,818775,805169,786676,842877,818267,799488,892772,929009,950019,862749,882917,752881,911645,801231,801403,821136,780889,820991,895316,943529
Anguilla,Global horizontal irradiance (surface),713574,807937,900615,986636,920877,933847,901902,946767,906157,741118,701342,642434,713720,816495,950354,993823,879104,907895,893045,891304,840688,864539,692281,641679,719358,841592,915104,1013373,925089,1056474,981974,928555,925544,767547,736055,667659,697983,830873,895139,989906,934668,933748,970743,960940,899655,791392,696868,646827,722385,821615,940900,1005349,951430,1004487,1015482,922860,889849,820013,689414,663047,731374,832682,937414,1023544,1022707,1006042,1015926,973687,917348,778879,713508,680444,706653,819867,908814,908795,956590,1009774,988380,973544,902916,791384,625588,669395,720361,851144,919524,955973,1005620,1015940,978632,976113,778875,782015,699152,686189,698137,813991,974160,1009110,1038092,1022015,1008358,977684,915478,767949,700573,674122,715602,799357,955612,1054075,981927,1020811,985554,960136,889489,830561,736516,666549,688631,829675,934502,1025304,1057364,1052502,990603,965968,910604,787785,684891,692580,709366,819960,945377,1002954,1030886,937926,1004976,964447,912641,831772,733917,676835,725782,787308,945862,997294,1015834,1026840,981364,996334,825090,797582,684481,700825,693151,817034,963408,1002428,1028323,1013678,972446,927008,957723
Antigua and Barbuda,Global horizontal irradiance (surface),741022,858555,934659,977445,949529,948667,933106,949817,905910,736172,725958,655605,733179,831986,960769,966025,909763,959014,914015,881061,844489,862535,694866,636916,739041,847251,922407,994459,910374,1022226,985993,900415,911659,776713,758485,695465,712783,855502,940852,981486,929397,956192,992106,959340,918298,802413,739173,673617,741861,823890,980396,1010495,971515,1013394,1013166,931717,896175,816499,700735,687412,751682,819101,936096,1012172,1023118,1000750,1011765,946164,946190,812194,720103,697913,717197,845817,909586,953166,952567,1000291,988060,978386,890252,813506,664443,691825,748646,864769,939205,951549,981383,981813,988302,964419,797953,823201,747005,702625,716041,822773,974140,1016276,1029711,1012744,990466,978752,916359,810844,714987,711916,725742,827855,964509,1029215,955975,1010564,970104,947455,916149,859059,751756,686209,716015,818488,955466,1041770,1049926,1037330,995173,975300,912513,797854,689843,710785,732308,840156,956415,981499,1026812,934755,994344,968796,928653,826969,767644,707317,741826,818692,936527,990458,997669,1004627,975450,990429,856967,814583,706996,716036,723291,828932,949836,1008745,1022691,1006152,975826,936324,953859
Argentina,Global horizontal irradiance (surface),1128235,892517,779096,603274,433092,365795,429262,579641,728308,946866,1108640,1169538,1085888,913339,795693,607041,444773,366035,418252,564375,796855,913928,1098613,1193298,1144051,953562,805512,560576,434623,384059,453253,519044,743607,892950,1085783,1117645,1133709,989595,765459,619671,449343,388507,419707,589816,712348,945578,1101628,1202710,1143280,912684,783458,541794,391787,371109,408478,574612,701410,918500,1068917,1135062,1103478,950152,786052,581138,422393,374939,421471,508047,717775,832462,1026654,1109776,1088887,948094,771246,496032,347560,368264,389459,580190,757974,859464,1106231,1160182,1146907,951161,760352,543077,387077,369463,407282,551988,710134,937072,1120992,1145972,1097241,1010967,836030,577551,407273,392219,382273,589240,713421,850310,1045985,1153084,1065079,1019384,755796,585184,403190,356924,418341,588705,782129,891091,1088262,1166593,1121115,994310,805670,627965,474095,379205,416050,594342,793377,970500,1121683,1196537,1098673,984943,768499,590940,460651,375079,467773,601868,739431,987144,1078310,1149376,1122188,996637,819624,617485,460632,395041,415389,588528,780309,980123,1150860,1201560,1134803,1047657,810337,593489,441307,375558,401318,581984,712008
Armenia,Global horizontal irradiance (surface),344307,492953,665650,754952,906501,1047499,1056809,955839,742515,494314,472190,358194,374506,500716,749431,750311,885549,1014211,1020693,846205,713015,533585,398139,347949,371416,555838,751347,851775,912106,1001254,933477,938298,720781,542266,366792,301555,383679,527992,721931,870497,873040,1025097,921004,872421,763858,574068,360042,362050,389730,579500,702922,883456,925612,1014799,996186,983037,724647,501396,382548,311799,400021,536081,673477,865533,924496,1057344,1035439,909160,755993,455606,415221,349855,367803,515249,703408,871589,922725,973660,931412,956176,707630,526784,427465,332437,412026,592175,725244,865464,929754,1042244,1037189,995138,770830,556054,397047,340000,363844,515856,685299,865165,884451,1016438,1038234,868718,765259,558233,340345,276225,388413,534873,628894,842757,993807,1036353,1054912,946353,686256,590746,428884,318936,392304,514154,651833,802342,977488,1076778,994499,884799,742784,580078,385292,311011,388057,558146,699929,890602,969689,1103761,969507,965917,742897,533611,396174,359015,391550,542720,684679,896127,918796,1022968,1053635,986130,783654,544381,390312,317776,407006,550167,631782,827203,922415,978382,1034926,964309,692295
Aruba,Global horizontal irradiance (surface),828362,907175,966018,918388,952307,975800,939820,1001598,814425,804595,576432,660802,768444,850424,935397,981530,896794,924109,1025377,993942,959295,805908,685662,688816,785523,886441,907935,964440,991102,1014433,1012691,984490,998964,740060,777685,745498,815296,899502,919395,1007139,977257,988487,1030276,1022507,941567,891502,786623,754003,811374,916795,1010356,1014805,991203,1003088,1020950,1025884,964520,894251,787658,752585,809284,906454,992408,999545,976577,1027915,1004500,1053654,1004389,908425,760556,746803,830836,932075,1000558,987593,946638,984879,993958,1058963,951871,825338,667354,714274,777680,903091,911269,1012974,957918,987515,1023045,985415,940600,888261,752863,735796,775257,860435,1012121,997902,987407,1018911,1002553,1029570,974750,813786,782736,789410,840935,925105,982467,1010386,964391,974738,1027017,1053694,991920,853288,814307,763269,798716,919774,1001411,1039180,1040251,1021054,1014344,978705,958940,807025,710837,770782,798361,888560,945946,975950,972499,931962,1000971,981925,998961,851343,797348,749769,823256,887199,972674,947218,975661,983340,1020242,999677,959899,834874,726086,764335,803915,894023,989298,1036019,1013742,1035455,991803,1014521,1036880
Australia,Global horizontal irradiance (surface),1066227,965296,885023,720994,593292,534330,524220,671575,789388,960191,1038292,1034758,1033291,880405,745821,750366,615446,541681,554639,720183,907978,964177,1054965,1073736,1024897,1013973,809973,764286,636587,537878,582330,741366,909727,1058704,1109948,1106847,1110749,997449,874416,760263,580365,487891,572436,738980,893993,1063925,1097029,1125417,1056027,942398,904773,742303,592768,546236,581710,732338,906838,1078009,1106714,1111970,1011263,1046488,914800,736602,616806,537758,562168,702097,915142,1035628,1115045,1085142,1048840,1059105,864792,769064,585671,490555,533904,682642,809271,1033948,1140881,1043848,997922,990039,894933,768844,640358,562174,589469,728916,900147,1004907,1079829,1123558,1038830,967923,896328,792331,646994,546890,600229,733129,914258,1007243,1089537,1156807,1117145,1070032,888072,768331,632967,552148,586785,730915,926313,1073199,1178110,1200403,1055100,989177,889660,757002,614777,562891,597479,711088,880847,1014346,1133188,1025230,1054510,952028,863584,787972,630408,520513,571097,718351,893814,1022083,1032471,1153945,1033364,1025418,909088,735252,576301,525155,581980,697857,829022,940640,1055200,1087541,1009778,997130,894898,749802,657925,525142,562885,723384,918126
Austria,Global horizontal irradiance (surface),190838,325002,528735,736161,650979,790476,854747,641056,493586,350208,205385,158491,205182,358885,551411,775039,882364,780625,739228,746751,546003,388755,272937,148419,198605,325903,580220,706342,862990,801401,752690,756244,520984,349363,204980,162175,173260,294022,481133,692576,704958,810533,932746,734274,477677,341871,186407,180680,173891,314606,587232,703997,766916,908782,778243,615749,485881,349047,197468,146172,180507,334565,509259,773718,680149,841283,865358,757772,484667,307641,257016,187516,193997,286437,508975,686954,762844,805446,811906,719765,583217,305819,204823,184551,233931,330758,534136,682070,845419,904154,832002,751963,445374,373006,200960,160968,182771,308815,485099,805869,793019,810531,864108,747139,569624,382170,207405,152712,192879,384383,545870,691879,657076,962012,843829,707505,525900,361938,188607,160883,221166,340869,546105,860732,773894,740248,836811,680684,543960,321009,239562,143813,195833,362831,574582,729322,736228,956785,825036,659714,586580,384994,221336,152385,207518,349925,630080,688082,791746,870626,871051,705445,499412,373149,206850,152474,172385,355580,491195,610936,719472,889356,821327,680573,622230
Azerbaijan,Global horizontal irradiance (surface),290683,400565,613255,657005,842942,1061042,1063491,910447,677641,411250,406412,319732,301006,401136,644980,722826,831503,961795,1065890,758827,617935,458231,331794,298235,304457,469390,672118,853374,899025,990677,924708,940366,633281,497643,289994,252345,356875,399353,663391,776977,879776,998139,928497,849839,628872,471535,332933,319733,321932,475640,640004,825706,947003,1003335,1017571,999322,658781,404023,304381,278064,322994,419125,555427,800021,883880,1074478,1036171,900818,710805,366378,352329,301999,323275,450801,603212,800716,890600,928506,888304,991411,584367,387759,348406,295802,352910,506666,647546,815587,884287,963294,1044933,989735,697799,477152,333430,289997,299234,402102,604745,812391,937195,1018936,1052460,873465,707553,480634,277588,229681,343598,416907,570893,765767,934789,1068481,1029344,900616,616552,529258,348698,271505,338419,484644,628022,742987,947076,1062450,1011152,835272,695766,526445,291015,244758,350785,476263,609116,893459,921273,1074476,983894,968928,658645,432225,362582,309083,363253,489057,579069,889623,848829,1053692,1030017,990437,689767,463750,328692,258665,333233,489213,651690,820732,869384,966746,999971,936834,610800
Bahamas,Global horizontal irradiance (surface),564886,644457,823163,962195,1018585,1060594,974536,934964,835508,673182,599254,518127,572447,734612,903519,1009272,1052511,982501,1008219,922724,855104,636415,645872,560578,598234,693024,886070,902898,917456,912651,988285,921601,861105,688162,623550,564010,600804,702897,829229,985868,951002,976375,932945,935739,839131,743072,579425,578310,575408,741025,849938,973437,1003435,995725,1010444,966556,844956,734831,599420,576362,585980,688625,878386,996028,1008544,982683,1048405,988806,871492,695453,599081,534414,523638,669406,815059,993861,1011341,981604,1037723,931382,862415,662108,620050,570903,593961,724496,841484,967108,1025568,980716,1019236,984084,837396,689748,592871,564787,492375,750506,872059,979948,810852,1005407,1014710,1000230,879209,759779,644189,533120,584063,717854,850016,966913,1003776,993881,1024906,924075,802909,728533,622530,538721,594602,726067,865263,995989,921186,981720,975370,990561,832500,692546,550796,541021,575152,745996,882081,1008119,1042643,1005360,1025319,958555,896776,718960,581556,582167,591855,712246,872613,947786,954518,944060,1039491,1008780,872470,740082,633939,551393,611012,731184,866611,971758,977486,950481,1018825,967142,862300
Bahrain,Global horizontal irradiance (surface),642290,769485,934054,942018,1088165,1114487,1074551,1037999,947590,826133,682600,622203,568692,755069,885865,929125,1114033,1119794,1073634,1056236,952919,829862,658124,632197,640886,767775,914801,992715,1118899,1117198,1084229,1054619,954425,807933,637203,538039,615899,786950,900553,974839,1120980,1123274,1070471,1037262,951490,836563,626857,596612,561356,766988,872233,1039691,1118928,1123733,1080738,1049050,951030,816892,663357,601992,648473,785053,826577,1080149,1100907,1116510,1069503,1053055,940468,803907,626958,542321,607379,776157,817879,1001723,1118413,1121503,1067889,1050463,952736,837424,657104,604243,614361,675619,763473,1062881,1110782,1124520,1079343,1037737,947335,829403,646990,619754,658327,743973,947780,964477,1100595,1114856,1077994,1051596,935979,780633,591722,572560,618355,717864,886322,959183,1066460,1100140,1076907,1050284,946260,805103,632458,546103,606241,763219,884752,924465,1119716,1118360,1058082,1044519,947893,825845,662021,586623,648776,751654,937781,1060460,1146993,1125049,1048854,1050920,951823,816919,689097,564002,609639,798589,934318,1002113,1137812,1121609,997297,1035002,946716,827744,671417,559031,505339,770444,874516,1013662,1089472,1111388,1083713,1033708,948137
Bangladesh,Global horizontal irradiance (surface),703020,791164,886739,832666,723270,560553,632726,633491,588626,622640,623662,591255,687867,793610,862297,909061,706766,565568,603485,502556,590780,700497,675622,597685,604678,819974,903089,815839,874332,640377,582721,616276,583152,666413,602514,624785,686736,783860,929181,905079,568557,686224,624795,556195,596856,543998,703817,615355,676795,756445,918515,983913,846154,601325,611710,548819,645047,693875,671436,587088,632564,761046,892904,760149,784337,590486,471258,565190,610287,660091,639638,556254,625069,722140,827842,822747,766028,678415,510941,634086,600972,618542,614401,606100,690700,789180,765365,773139,790015,616328,530849,582919,562365,600400,649959,572886,656802,764550,884116,827918,698181,647098,596197,644974,686078,651543,669373,583902,693524,739864,852885,855110,816054,694411,592702,657565,579606,609618,611664,598601,604842,749595,880045,838414,769136,598291,562937,598768,591466,611669,655741,624911,666052,808281,917097,990464,801166,556303,573951,551457,645982,628148,659372,560734,603248,753326,906592,809348,738066,591654,733915,695351,615725,654742,679045,622788,680590,777206,822748,966338,858516,671419,705799,534418,640693
Barbados,Global horizontal irradiance (surface),789071,889902,969627,922760,976130,948674,893796,913118,867827,799471,753367,726910,783369,857397,941765,917108,960175,896363,845948,859827,888177,818340,673270,722272,790482,899464,858192,976670,856410,961681,925986,847260,944608,802135,816679,730484,790895,880547,969367,944604,920818,912908,964398,917620,887996,792066,795217,730913,774587,868506,954335,965727,988343,930475,944829,875655,874903,823702,729827,751586,785413,888024,957067,976837,963930,944206,923034,915298,936500,828108,757010,768880,768520,871251,955852,992121,895957,918977,949543,942445,915582,824178,662480,738192,792624,879989,956546,996372,946655,861699,912710,897447,812904,779906,780146,736097,758103,878394,924166,983113,986157,937861,939997,942314,900834,789851,761472,785889,807555,890157,958522,991048,997323,895949,907592,901983,914785,859311,767063,744977,789600,858207,968496,999447,994930,947607,952160,920648,930994,766026,717826,761580,775832,846626,934167,977917,994239,912111,935949,907823,955310,837205,821258,759244,786213,851023,948379,946053,961369,911540,936202,926673,878181,804106,729335,753518,758811,880016,991218,947692,977926,933315,880380,868703,971096
Belarus,Global horizontal irradiance (surface),123630,196665,426059,619919,707945,840393,849407,663969,392142,272517,104069,78311,94863,242276,453133,643008,751730,864215,762264,664197,477210,235842,108662,60615,110279,241945,390760,586590,805123,763803,888336,612368,415777,201198,84494,79038,104971,211260,465030,631685,821042,882915,793497,655027,387135,211723,84582,70882,108941,183111,434578,657440,762224,806808,871497,685131,473985,297073,118924,67053,79775,193509,397720,662436,759700,914578,831535,788881,424236,276573,88014,67164,101781,180674,364314,592580,846383,905169,788131,699295,440476,194192,99893,60396,98563,196832,353735,583957,865794,827028,744116,687824,421559,187231,82429,61866,89608,224613,420196,675201,910133,848010,694552,739309,496838,284111,98840,54587,100278,192856,400558,750516,719037,961112,780011,661714,467466,258566,97781,59387,77004,205736,415379,684426,723261,853810,780316,645423,462908,188615,79412,54124,97785,234325,400158,640800,732263,932184,869206,594422,385288,296073,94059,68223,93874,224785,473007,521899,793441,899853,781394,736063,377918,225082,90036,65180,74369,196345,386785,553267,870041,865094,803081,718444,548964
Belgium,Global horizontal irradiance (surface),126902,200848,425367,723195,696170,875773,836533,586809,451282,305669,122318,98020,114780,204657,487416,735269,868354,767811,697608,621851,487131,312738,176511,91561,114633,242198,455194,602156,764888,692834,772021,747812,503053,271788,137259,91067,112545,233694,399620,603361,632710,755900,865701,678659,468183,275308,117407,110061,118949,215787,517018,649989,754789,848243,747941,610975,464424,275790,166595,80418,114784,252482,416962,719048,725321,881242,750601,688542,459101,259899,145643,111808,118762,231563,404073,672308,755886,692359,786792,697429,545043,286124,147921,119369,153161,200142,447949,666614,805178,858807,765438,615515,472516,270998,146616,79307,111430,311075,356070,675957,885372,807896,941111,720027,534345,339663,174070,91495,122143,289202,382752,699945,766492,929496,868215,721423,483250,248332,148917,100041,116869,205486,466599,803921,916105,842058,764017,712513,518062,236669,169741,88568,106394,274203,458957,730752,759866,784338,713992,621207,527783,269620,143295,81538,123890,232577,538559,668050,819645,863083,893283,759102,480368,314780,155524,97400,118497,242213,345434,586899,825440,979400,738795,662560,545555
Belize,Global horizontal irradiance (surface),561785,678399,779499,907209,847413,876674,790210,823796,768838,750049,622529,623615,604915,697983,863270,984795,963594,832775,802373,859211,776396,611806,623036,550096,596617,701629,845774,938939,846594,813790,852757,834371,831054,702474,615897,614076,553842,746036,767007,969709,896518,781653,854862,825071,689381,641986,538983,505763,503670,741330,872456,951087,808464,807162,928461,927097,714488,618639,557579,567738,591036,713486,838558,946003,917675,751669,929358,955715,770748,685038,572715,566625,612582,631169,802667,901039,964863,796945,915922,844211,791729,735224,580695,578759,688196,763976,815680,950588,912644,744699,865062,857829,790038,567231,631435,572509,522657,716752,860727,932158,926933,771989,907105,836463,783256,684000,602747,609708,618369,774415,887553,960933,920233,892842,941305,963661,869805,723342,661886,570325,611377,734486,837454,1034411,859695,802498,925187,891444,843521,686606,518592,545432,564110,742007,861437,934827,926422,840849,894564,895375,843860,742166,590764,625517,596014,673915,818314,927393,876945,837759,882181,813370,746403,717480,617405,559139,662297,733710,877383,994763,959060,958569,836165,853969,808772
Benin,Global horizontal irradiance (surface),888880,919761,965916,916928,851505,740712,661391,658589,678240,778847,831981,864812,904059,843393,962672,947739,850557,786307,750015,675235,775982,815645,900093,881579,888306,887654,998864,902293,829803,752405,645117,647480,708143,824606,825158,847146,873435,925462,889128,899987,882072,775774,724098,639523,724414,818120,855796,852176,841227,918815,925024,916249,856510,805045,738426,657806,704239,823157,831422,860801,904980,894528,921381,984321,879481,769360,734627,629601,712348,797554,872300,894786,897241,967626,895427,914967,846838,736359,660996,666923,731677,857004,874059,844862,875800,952104,993672,934589,853344,738527,730837,649608,753188,893700,877368,841033,911242,879323,924326,926499,851400,743175,715675,611109,726015,813712,877890,864878,865226,922330,928831,911839,851905,759143,685058,667819,717095,696684,863025,867068,899871,980497,917604,941034,895240,783218,664124,697999,666665,848909,895613,850601,895993,958411,937578,992775,934445,888938,769411,673258,797324,864126,860945,875173,899139,967623,959757,900312,903938,824729,719798,666188,652122,854833,898964,871935,894441,950873,906316,901322,909082,776020,771794,639087,769679
Bermuda,Global horizontal irradiance (surface),351685,449017,666011,904184,981656,1077365,973433,906528,786644,618322,474521,335221,339605,543341,726635,941783,1016594,1032722,944639,837944,746234,555673,422629,348408,426122,504236,750609,908216,888407,912128,1054827,909178,766153,533820,430171,388606,384699,455973,665320,793165,987766,1092405,1082520,892715,696751,573913,414773,365281,372607,547221,673930,905334,1020304,1032861,977951,806426,810145,574682,404826,372948,386197,405169,679495,793504,968749,1037715,937393,912122,694835,539428,424676,368122,342247,491438,690140,881338,929062,930196,1027297,941403,758439,579247,426830,346474,388958,494089,634937,928818,989494,977660,996604,937187,766345,558069,451958,364339,365273,523979,688546,852234,1032515,932164,989849,991447,782123,618559,409628,354263,381756,485979,589459,928476,1011292,962396,1025671,924574,771731,591600,426767,339576,377860,505931,698803,861247,981466,938931,1015026,942475,755773,629928,430038,358834,355035,546823,624228,837513,1003128,1083960,937813,995075,766831,586225,397052,394858,376078,516708,726499,843204,976038,949163,1038911,942794,787008,585052,413907,339778,427031,524038,708971,915989,862167,891760,984053,877130,791557
Bhutan,Global horizontal irradiance (surface),603825,671163,726019,799724,777532,608845,499907,534966,547686,628773,484753,541415,519813,692615,780241,884375,825926,685889,447067,582231,630504,682676,545081,466192,522674,674945,806434,815671,914881,619646,494697,641635,574057,674639,597180,491510,593145,717725,797292,827232,748039,666703,510136,610565,663992,615931,624309,485554,574845,618975,790736,900054,757284,644639,577989,518495,606188,716897,504982,506156,607629,674547,772107,789553,777196,652342,646378,491853,593309,692987,553045,485441,551433,603869,754355,815576,800781,623704,429795,719732,510320,630764,596729,533201,612243,650899,736429,798025,778586,699308,572544,543038,566011,632255,618204,515459,557116,614340,743766,824986,755236,657693,535930,561752,602878,673666,564768,525598,628483,627442,760836,812360,740616,721743,534922,680394,506375,605797,528596,517254,544839,652934,746095,804930,737190,594583,419546,622985,470625,683160,602255,504921,497846,683132,743143,886933,704503,634552,530300,473943,667369,603090,532345,527315,583130,639369,797208,700591,781759,520154,661466,648827,559116,607010,627837,498863,554769,594904,743210,832244,873980,691978,531134,494430,685167
