Country,parameter,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23
Syrian Arab Republic,HDD_18,251.5,210.5,116.2,38.1,5.515,0.0005339,0,0,0,4.839,61.11,230.4,302.4,245.6,174.3,79.27,14.37,0.02166,0,0,0.01769,25.75,235.9,324.8,348.5,316.2,251.7,33.36,2.611,0.0007607,0,0,0,6.301,100.6,253.3,323.5,198.2,135.5,56.74,4.131,0,0,0,0.1896,19.94,66.42,347,269.7,210.6,113.2,28.99,4.258,0.2153,0,0,0.08387,15.28,154.2,219.8,342.6,248.9,150.3,82.48,3.952,0.006384,0,0,0,7.277,105.8,281.6,346.1,162.8,117.5,15.55,6.671,0.002888,0,0,0.003511,0.9608,141.8,335.8,358.9,268.9,154.6,51.2,2.671,0.02029,0,0,0,4.526,103,218.6,279,182.4,75.7,22.3,4.053,0.0204,0,0,0,18.82,127.2,238.3,321.2,240.6,197.2,105.7,6.44,0,0,0,0,7.521,91.9,252.1,321.3,276.6,137.5,54.49,8.936,0.04728,0,0,0,0.00238,121,235.1,263.6,202.6,166.6,62.34,0.02336,0,0,0,0.02247,3.44,78.1,244.8,330.1,207.6,277.4,19.86,6.983,0,0,0,0,2.398,97.65,230.2,289.8,281.7,128.5,59.73,5.199,0,0,0,0
Tajikistan,HDD_18,504.8,492.3,304.3,155.2,98.13,52.9,31.02,27.93,101.1,179.7,383.2,562.8,614.1,502,382,178.7,74.2,39.61,26.62,25.4,64.28,199.2,424.2,670.6,687.2,643.5,450.8,149.3,100.7,48.73,27.68,24.75,70.5,207.3,394.4,591.6,620.6,439.5,306.4,200.5,95.34,40.1,25.13,27.94,44.34,196.3,389.3,575.7,574.8,640.6,391.9,207.8,80.23,42.9,24.31,28.17,50.91,226.7,437.4,577,544.6,427.1,381.3,179.7,87.64,38.41,18.27,32.72,73.88,191.4,396.9,564.3,510.6,436.8,269.4,182.8,69.48,33.9,25.03,30.04,41.6,226.5,454,493.1,586.1,502.9,379,208.8,63.71,33.33,20.96,28.29,64.39,189.8,324,536.8,563.9,437.5,245.8,179.4,103.2,38.04,18.63,26.12,61.1,259.9,410.1,508,545.7,469.5,312.7,158.7,92.95,55.84,16.69,25.25,51.97,168.4,440.6,487.9,600.2,424.9,317.7,188,87.67,40.27,26.52,26.22,83.65,249.5,454.2,608.5,613.8,366.3,345.7,189.9,73.04,31.58,19.15,26.6,36,251.2,432.2,498.5,512.7,424.3,314.3,98.66,76.67,37.52,13.67,28.37,40.78,190.5,363.4,564.8,707.4,402.9,228.1,161.4,87.24,26.52,16.53,24.43,54.91
Thailand,HDD_18,0.007725,0.0007573,0.000009883,0,0,0,0,0,0,0.0001215,0.006506,0.1698,0.4066,0.02078,1.868,0,0,0,0,0,0,0,0,0.6283,0.1421,0,0,0,0,0,0,0,0,0,0,0.0146,0.03624,0.000046,0,0,0,0,0,0,0,0,0,5.088,2.358,0.02966,0,0,0,0,0,0,0,0,0.002207,0.3886,0.9271,0.004114,0,0,0,0,0,0,0,0.00373,0,0.06121,5.637,0.7484,0,0,0,0,0,0,0,0,0,0.01386,0.01178,0,0,0,0,0,0,0,0,0,0,2.053,0.6659,0.1526,0,0.00279,0,0,0,0,0,0,0.00003124,0.01185,0.01985,0,0,0,0,0,0,0,0,0,0,1.536,0.117,0,0,0,0,0,0,0,0,0,0,0.294,1.767,0.04291,0,0.0001055,0,0,0,0,0,0,0,0.1572,0.01929,0.1886,0,0.01339,0,0,0,0,0,0,0,0.1613,0.2152,0.005497,0,0,0,0,0,0,0
Timor-Leste,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tokelau,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunisia,HDD_18,166.9,126.5,97.83,34.08,8.376,0.01135,0,0,0.1911,16.26,54.87,155.5,186.4,187.2,139.2,31.83,6.348,0.3084,0,0,0.02498,5.326,39.64,154,199.4,250.5,131.6,43.12,3.212,0,0,0,0.419,5.748,34.71,151,177.7,193.5,84.61,36.32,3.255,0.2294,0,0,0.01275,0.5815,81.11,163.5,168.3,129.1,144.4,34.82,7.337,0.1864,0,0,0,2.863,17.62,153.2,197,197.5,136.5,51.79,3.3,0,0,0,0.05727,3.348,52.48,152.2,157.8,112.4,120.1,21.21,9.211,0.03749,0,0,0.1528,1.985,47.4,128.4,245.8,138.7,95.66,52.21,1.57,0.02922,0,0,0.03533,4.251,82.65,195.8,145.2,178.2,92.98,32.91,10.69,0,0,0,0.2874,6.458,53.56,145.1,220.5,182.6,121.9,63.27,18.16,0.2155,0,0,0,3.543,82.15,111.6,183.8,121.9,117.4,42.92,0.266,0.004111,0,0,0.07514,9.17,32.41,150.2,157.9,115.1,131.4,55.57,2.049,0,0,0,0,6.203,66.32,163.1,222.8,145,138.7,54.43,6.27,0,0,0,0.03931,0.1488,32.82,75.89,193.3,159.9,81.43,48.57,7.067,0.266,0,0,0.009083
Turkey,HDD_18,396.8,310.5,284.4,177.5,59.64,7.831,0.5075,0.5562,4.533,117.3,164.4,318.4,440.8,387.2,343.6,234.5,100.2,15.52,1.326,2.305,17.57,154,366.4,409.4,499,485.7,398.2,140.4,55.18,7.808,3.337,1.934,9.099,61.12,194.4,376.5,425.1,320.8,285.9,162.6,38.96,11.27,2.79,1.867,23.74,149.8,212.5,482,381.4,321,272.6,148.4,60.24,15.46,0.8788,0.3056,25.15,99.63,256.7,317.7,448.4,358.1,314.1,223.2,57.2,11.21,1.14,1.585,3.473,81.18,211.3,427.3,463.7,278.9,269.1,106.7,70.67,11.46,1.542,0.2495,28.38,99.23,271.3,492.8,518.6,386.9,295.4,194.8,73.4,10.39,0.6311,0.523,7.76,115.6,253.5,332.8,402.7,297.2,224.3,119.2,43.4,6.328,0.4425,0.5024,12.13,78.48,222.8,385.2,428.3,348,308.4,207.2,48.99,2.183,2.002,0.9115,15.53,56.37,179.2,345.1,443,365.2,270,190.7,74.84,11.79,0.7132,1.837,2.548,37.54,242.2,315.2,377.7,329,346.3,174.3,35.22,18.39,0.511,0.6366,24.9,110.1,197.7,355.4,474.1,346.9,432.7,141.8,82.67,5.967,1.893,0.02843,16.77,89,192.5,301.8,376.4,392.8,269.9,186.2,83.3,9.932,1.755,0.219,8.25
Turkmenistan,HDD_18,427.5,437.5,217.1,55.53,7.81,0.01122,0,0,5.254,61.28,240.7,402.9,495.6,462.8,277.2,58.95,0.9461,0.01041,0,0.03792,4.077,109,406.7,543.5,554,542.5,303.1,11.79,0.9768,0.01114,0,0,2.325,74.38,298.9,529.6,414.9,325.1,205.1,83.63,2.763,0.0006621,0,0.002246,0.8565,131.6,248.7,480.9,485.4,548.1,252.1,95.35,0.4423,0.01906,0,0,3.588,160.3,377.8,459.1,479.7,347.4,307,62.99,0.811,0.006034,0.01178,0.01858,2.635,134.7,309.7,399.9,383.9,324.4,175.5,87.79,2.633,0.02468,0.001164,0,3.818,165.7,380,416.8,484.4,446.7,276.2,88.64,0.9712,0.002627,0.00006845,0,17.66,87,226.7,491.4,482.3,373.8,156.4,86.99,2.694,0.06239,0,0.0006724,0.3626,131.1,341.9,409.1,383.2,358.6,208.8,83.56,2.212,0.01534,0.003143,0.08675,2.203,60.45,392.4,372.2,472.7,306.7,207.4,93.58,5.038,0.01316,0.0001212,0.02871,16.99,131.7,361.6,591.5,497.9,298.9,269.3,28.16,1.845,0,0,0,3.444,170,333.2,388.5,443.6,291.7,259.2,20,6.594,0.002197,0.0001113,0.003363,1.011,68.25,250.8,526.1,623.9,330.7,80.37,58.97,10.94,0.005626,0,0.01891,1.266
Turks and Caicos Islands,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,HDD_18,0.1752,0.2132,0.1812,0.07969,0.1208,0.1639,0.4683,0.4053,0.3483,0.2425,0.2607,0.6066,0.29,0.1454,0.5371,0.3098,0.3491,0.5176,0.4606,0.755,0.8232,0.8571,0.7082,0.6215,0.1185,0.1917,0.1664,0.4419,0.5093,0.7112,0.549,0.4992,0.6425,0.4081,0.7161,0.6104,0.1201,0.1652,0.2696,0.2035,0.2987,0.2707,0.3499,0.703,0.57,0.4693,0.672,0.5376,0.1433,0.05795,0.267,0.2826,0.1982,0.2702,0.2323,0.7621,0.7479,0.3947,0.4145,0.2669,0.06643,0.08698,0.1539,0.3153,0.1822,0.2478,0.2708,0.1382,0.1214,0.1907,0.4198,0.2019,0.03762,0.009256,0.03139,0.04353,0.01169,0.2161,0.1606,0.201,0.1402,0.1113,0.2846,0.1902,0.08185,0.2062,0.2125,0.1332,0.1625,0.06477,0.2739,0.264,0.3236,0.1105,0.39,0.07258,0.1644,0.06154,0.3195,0.5191,0.2236,0.5525,0.5173,0.4987,0.1421,0.1686,0.1093,0.3535,0.09422,0.08388,0.1204,0.07252,0.1023,0.1924,0.4307,0.4355,0.2297,0.4908,0.2637,0.2494,0.1516,0.05856,0.05465,0.1589,0.06103,0.1976,0.4917,0.2457,0.3972,0.3272,0.3466,0.2443,0.2781,0.0426,0.1021,0.1867,0.2204,0.2193,0.3018,0.3675,0.3098,0.07044,0.139,0.08024,0.2683,0.1203,0.09582,0.1044,0.1324,0.2832,0.1571,0.355,0.3139,0.09552,0.3751,0.5429,0.1894,0.06603,0.3584,0.1219,0.08634,0.03689,0.05072,0.02844,0.05011
Ukraine,HDD_18,778,570.7,496.1,242.8,47.58,11.82,2.287,8.398,90.75,356.6,285.1,606.1,670.6,666.1,523.2,263.2,84.52,12.55,7.912,8.686,73.71,308.3,496.2,491.2,670.9,790,504.1,188.5,42.03,15.93,3.46,19.21,58.01,212.3,387.7,673.9,637.2,498.1,547.9,223.9,25.46,8.465,8.297,16.2,150.2,272.5,346.7,572.8,670.5,519.2,363.6,236.4,74.52,31.51,3.051,17.07,91.07,315.1,470.2,593.6,590.7,519.7,420.9,272.7,90.23,12.27,7.59,6.98,50.54,330.5,386,506.2,706.6,440.3,413,182.2,91.61,25.22,5.96,10.2,95.76,341.1,477.9,629.7,714.6,566.3,371.3,263.8,105.3,15.46,10.31,17.63,74.55,272.6,426.6,466,615,584.1,576.5,151.8,34.31,17.4,6.824,2.153,70.81,210.6,496.7,594.6,661.6,484.7,407.9,232.5,73.12,2.49,12.38,9.874,91.03,219,371.4,474.4,539.9,469.2,366,269.6,156,20.03,8.573,6.376,44.21,155.6,419.8,561.2,603.2,586.9,492.2,305.8,107.1,22.79,0.8567,10.64,135.2,299.2,392.9,575.2,601.2,449.5,507.5,266.6,113,7.711,7.792,1.766,130.6,229,413.6,536.2,550.1,513.2,394.4,255,96.27,22.35,2.789,2.344,23.55
United Arab Emirates,HDD_18,5.434,2.315,0.003952,0,0,0,0,0,0,0,0,1.397,3.45,3.438,0.3998,0,0,0,0,0,0,0,0.05101,4.697,20.11,4.689,2.327,0,0,0,0,0,0,0,0.001551,0.3549,11.3,1.548,0.001171,0,0,0,0,0,0,0,0,6.389,14.77,10.76,0.001215,0,0,0,0,0,0,0,0,1.058,12.79,1.94,0.01003,0,0,0,0,0,0,0,0,1.068,9.332,6.055,0,0,0,0,0,0,0,0,0,0.5673,2.454,17.13,0.06578,0,0,0,0,0,0,0,0,0.7686,7.404,4.028,0,0,0,0,0,0,0,0,0,0.2838,3.62,1.812,1.093,0,0,0,0,0,0,0,0.004823,0.1617,17,6.356,0.004248,0,0,0,0,0,0,0,0,0.2148,7.23,0.2455,0,0,0,0,0,0,0,0,0,0.003284,5.958,1.2,0.0001456,0,0,0,0,0,0,0,0,0.08476,4.856,0.4341,0,0,0,0,0,0,0
United Kingdom,HDD_18,504.2,425.2,376,277.4,229,91.38,46.61,88.99,128.9,235,375.4,548.9,433.1,323.1,356.4,196.1,183.4,129.1,89.27,89.74,96.69,174,248,367.1,385.5,395.6,309.7,325.9,203,142.8,94.14,61.01,150,263.3,336.9,400.9,433.5,415.7,473.2,324.9,238.4,131.5,28.7,48.71,133.4,175.6,343.1,351.1,375.6,329,327.5,239.4,183.8,86.53,33.78,95.09,93.84,172.2,279.5,387.4,409.9,388,363.7,274.6,223.5,120.6,78.86,69.59,162.8,218.4,251.2,254.7,379.5,377.1,377.4,319.7,180.8,100.4,59.23,46.83,73.04,225.6,358.1,351.9,426.4,329.6,296.9,271.9,160.3,77.69,58.25,77.36,138.1,172.7,327.4,396.9,391.4,421.8,409.8,256.5,154.1,70.23,17.78,60.18,130.8,225.8,291.7,337.5,423.9,314.2,315.5,273.8,209.6,116.3,38.56,46.21,113.3,242.3,342.3,366.1,352.7,336.5,356.7,237.6,168.4,102.4,78.63,54.17,120.7,232,274,389.5,450.4,361.5,341.1,346.1,247.2,79.65,40.02,68.65,75.88,183.3,305.6,350.5,398.2,308.9,323.6,269.9,161.9,93.53,35.65,27.29,113.3,160.2,259.7,429.2,392,323.9,346,285.7,175.1,56.67,65.71,61.66,62.98
United Republic of Tanzania,HDD_18,0.1057,0.02083,0.07166,0.1587,1.261,5.739,9.29,6.732,1.679,0.2891,0.07137,0.2009,0.1355,0.1531,0.2205,0.2657,1.353,4.064,7.99,4.256,1.311,0.5471,0.08025,0.1078,0.08157,0.1265,0.2277,0.8556,2.157,6.081,8.182,2.861,0.9824,0.179,0.2556,0.1219,0.05674,0.05232,0.06404,0.4057,1.967,7.331,7.75,4.854,0.8584,0.4403,0.06302,0.159,0.06903,0.1184,0.1161,0.3816,1.938,5.174,6.659,2.833,1.997,0.2436,0.09092,0.1239,0.1195,0.04268,0.07781,0.2117,1.308,3.797,4.971,3.302,0.7261,0.03469,0.06525,0.05128,0.03925,0.01935,0.0002486,0.072,2.98,6.63,8.851,3.78,1.869,0.2564,0.04552,0.05155,0.04663,0.06864,0.07511,0.3013,1.287,3.302,5.216,2.582,0.8971,0.09617,0.1097,0.07284,0.2747,0.01921,0.2515,0.3852,1.358,5.893,8.674,3.113,0.7103,0.5614,0.02761,0.09627,0.07083,0.02595,0.01464,0.03721,0.8542,5.408,4.962,2.204,0.8161,0.2219,0.1079,0.08431,0.04573,0.03587,0.04582,0.1604,1.32,3.859,8.687,2.601,1.004,0.07295,0.07479,0.08808,0.2238,0.1173,0.1052,0.2472,2.499,5.663,8.811,2.746,0.8379,0.1495,0.004886,0.04835,0.1578,0.2142,0.03323,0.1295,1.27,6.541,7.565,3.519,1.461,0.3601,0.08912,0.2076,0.1913,0.02759,0.1055,0.2098,0.9818,2.635,5.29,2.506,0.4186
United States,HDD_18,486.1,420.3,275.2,125.5,65.35,12.32,4.271,4.292,21.09,105.7,262.2,463.7,494.8,379.8,292.9,153.5,78.48,15.93,3.416,2.511,27,121.1,232.5,367.4,387.7,328.6,183,137.6,38.77,14.16,2.813,2.628,27.47,124.7,269,350.6,423.3,374.3,331.3,168.4,64.15,10.98,2.576,2.928,28.72,125.4,288.8,431.1,502.4,410.3,337.4,156.9,59.62,9.641,2.839,2.86,26.99,99.6,304.5,356.8,460.5,448.4,290.3,137.6,51.85,11.85,2.244,2.504,13.44,101.3,215.3,290.4,445.5,331.7,215,145.6,69.89,7.812,2.358,2.503,15.61,85.14,203.5,400.1,387.9,268.8,268.8,115,70.76,10.93,1.719,3.109,21.36,93.54,237.5,412.8,458.6,313.3,303.8,197.5,34.88,9.812,1.41,2.471,19.26,129.7,298.9,369.1,442,362.4,311.1,134,70.13,12.34,1.7,1.68,13.25,121.3,296.3,360.2,371.1,341.5,233.1,170.4,73.47,10.36,2.322,1.844,25.6,117.4,204.5,381.3,408.3,404.7,243.3,145.7,69.11,6.372,2.206,2.455,13.03,78.81,248.7,301.7,467.1,360,254.2,159.1,54.61,9.062,1.869,1.19,20.54,115.6,254.5,397.3,356.6,310.8,286.5,140.3,56.35,14.47,1.624,1.77,15.61
United States Minor Outlying Islands,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States Virgin Islands,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uruguay,HDD_18,0.01704,0.7126,1.311,47.67,84.7,177.8,229.6,221.2,126.4,84.69,34.37,3.476,0,0,4.398,27.31,133.3,204.8,251.3,222.3,130.3,74.45,7.115,5.176,0.003287,0,10.2,54.28,64.34,202.7,294.8,139.7,106,47.85,7.698,0.07194,0.8851,0.805,17.5,24.25,120.7,195.1,226.8,228.2,150.5,63.45,10.6,1.536,0.1933,0.06076,8.944,45.99,120.6,193.1,190.2,155.4,93.27,30.56,13.92,1.237,0.02524,0.004015,3.405,11.3,81.74,162.1,207.5,115.1,151,108.2,21.34,2.9,0,0,1.78,43.68,179.6,243,227,177.3,156.5,67.56,20.32,1.545,0.008929,0.006243,2.379,24.51,79.98,149.2,147.9,127.5,83.65,49.18,21.66,1.444,0,0.2536,4.87,2.097,74.51,218.7,225.1,203.2,75.12,63.81,11.1,12.11,0.007036,1.573,6.433,19.79,86.05,115.1,227.4,209.8,151.3,74.72,1.864,3.108,0.006117,1.226,0.004943,23.29,103.7,169.2,246.8,168.3,157.1,89.68,10.69,4.817,0.00823,0,0.3881,10.98,137.1,186.9,211.9,189.2,99.54,68.31,12.16,0.06462,0,0.0464,15.23,39.84,150.7,249.7,193.8,195.2,141.1,84.48,16.01,0.1554,0,5.474,0.005869,33.44,74.67,166.7,187.7,172.4,137.6
Uzbekistan,HDD_18,479.5,476.2,256.6,85.84,30.77,10.51,6.209,5.71,41.15,119.4,314.1,502.5,585.7,486.2,323.8,97.5,19.15,8.171,4.632,6.759,25,144.7,418.7,619.5,632.7,599.3,377.7,51.8,27.42,9.631,5.002,4.758,26.81,137.4,368.6,597.4,526,400.4,250.5,129.4,28.53,8.41,5.498,7.286,14.27,159.2,327.2,534.4,550.4,624.9,318.9,155.4,19.28,8.746,5.189,5.172,22.39,196.2,414,534.6,528.6,387.9,350,105.9,24.64,6.614,2.717,8.841,27.52,168.5,358,477.3,447.4,365.1,199.1,122.3,21.32,7.628,5.585,6.427,15.32,215.5,427.9,474.2,545,480.5,342,139.7,18.84,7.159,3.579,7.227,38.87,143.3,291.5,541.9,557.2,439,210,122.3,33.96,9.844,3.216,7.399,21.27,194.3,403.7,489.5,474.4,410.2,235,106.6,28.1,13.35,2.304,7.041,25.88,115.2,427.5,449.8,551.1,375.7,241.8,119.3,28.32,9.633,5.542,8.003,47.77,198.1,449.6,614.8,557.1,343.6,315.3,110.2,18.53,6.398,3.594,6.148,15.63,225.8,398.6,445.3,485.8,373,307.9,38.13,27.05,8.014,3.229,7.609,15.37,140.3,328.9,589.7,688.8,387.5,151.5,92.07,28.5,4.629,2.801,7.344,22.08
Vanuatu,HDD_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
